Position
Time (Seconds),J1 (Degrees),J2 (Degrees),J3 (Degrees),J4 (Degrees),J5 (Degrees),J6 (Degrees)
89.075005,11.467924,-24.691530,56.958664,0.000015,57.732880,-315.391113
89.099998,11.300767,-24.874359,57.069611,0.000014,57.804745,-316.198669
89.125000,11.132522,-25.053286,57.177746,0.000004,57.875553,-317.001160
89.150002,10.963282,-25.228294,57.283092,0.0000018,57.945202,-317.798462
89.175003,10.793149,-25.399363,57.385677,0.0000049,58.013702,-318.591675
89.200005,10.622220,-25.566542,57.485535,0.000009,58.081013,-319.378052
89.224998,10.450588,-25.729813,57.582703,0.000014,58.147114,-320.160065
89.250000,10.278345,-25.889212,57.677227,0.0000058,58.211990,-320.934906
89.275002,10.105587,-26.044724,57.769104,0.000012,58.275631,-321.703735
89.300003,9.932414,-26.196394,57.858410,0.000012,58.337997,-322.467712
89.325005,9.758905,-26.344212,57.945152,0.000011,58.399075,-323.225372
89.349998,9.585168,-26.488226,58.029377,0.000017,58.458874,-323.976501
89.375000,9.411280,-26.628445,58.111122,0.0000051,58.517334,-324.723724
89.400002,9.237331,-26.764942,58.190453,0.0000090,58.574501,-325.461395
89.425003,9.063411,-26.897663,58.267345,0.0000047,58.630329,-326.196198
89.450005,8.889615,-27.026699,58.341892,0.0000038,58.684822,-326.922485
89.474998,8.716010,-27.152086,58.414116,0.000014,58.737988,-327.644318
89.500000,8.542694,-27.273849,58.484047,0.000013,58.789822,-328.357208
89.525002,8.369751,-27.392008,58.551735,-0.00000027,58.840279,-329.063873
89.550003,8.197242,-27.506624,58.617218,0.000015,58.889427,-329.765717
89.575005,8.025264,-27.617760,58.680546,0.0000080,58.937233,-330.458069
89.599998,7.853893,-27.725422,58.741730,0.000011,58.983696,-331.146851
89.625000,7.683201,-27.829655,58.800846,0.0000083,59.028831,-331.827301
89.650002,7.513268,-27.930540,58.857918,0.0000058,59.072632,-332.499237
89.675003,7.344152,-28.028111,58.912991,0.0000075,59.115131,-333.164093
89.700005,7.175933,-28.122414,58.966110,0.000012,59.156330,-333.823273
89.724998,7.008684,-28.213526,59.017307,0.0000089,59.196232,-334.475098
89.750000,6.842460,-28.301462,59.066624,0.0000068,59.234856,-335.121033
89.775002,6.677349,-28.386292,59.114113,0.0000045,59.272190,-335.757599
89.800003,6.513390,-28.468092,59.159805,0.00000086,59.308296,-336.386322
89.825005,6.350655,-28.546873,59.203754,0.0000045,59.343136,-337.008759
89.849998,6.189195,-28.622738,59.245975,0.0000093,59.376789,-337.624786
89.875000,6.029091,-28.695719,59.286533,-0.0000020,59.409191,-338.228973
89.900002,5.870374,-28.765898,59.325474,0.0000085,59.440437,-338.828247
89.925003,5.713113,-28.833313,59.362816,0.0000050,59.470520,-339.422546
89.950005,5.557350,-28.898052,59.398624,0.0000022,59.499447,-340.004425
89.974998,5.403152,-28.960142,59.432911,0.0000036,59.527252,-340.581055
90.000000,5.250554,-29.019653,59.465744,0.0000045,59.553928,-341.150482
90.025002,5.099607,-29.076662,59.497143,0.0000048,59.579536,-341.708801
90.050003,4.950361,-29.131243,59.527157,0.0000023,59.604103,-342.261536
90.075005,4.802847,-29.183411,59.555820,0.0000026,59.627602,-342.806641
90.099998,4.657120,-29.233253,59.583176,0.0000037,59.650097,-343.344055
90.125000,4.513217,-29.280853,59.609268,0.0000054,59.671608,-343.869507
90.150002,4.371180,-29.326237,59.634121,0.0000049,59.692139,-344.393097
90.175003,4.231045,-29.369511,59.657784,-0.00000030,59.711735,-344.902252
90.200005,4.092834,-29.410686,59.680294,0.0000032,59.730408,-345.405243
90.224998,3.956598,-29.449860,59.701672,0.0000041,59.748196,-345.901917
90.250000,3.822363,-29.487082,59.721981,-0.0000017,59.765118,-346.387817
90.275002,3.690162,-29.522413,59.741241,0.0000034,59.781197,-346.869476
90.300003,3.560014,-29.555908,59.759483,0.000003,59.796448,-347.339966
90.325005,3.431957,-29.587646,59.776752,0.000001,59.810917,-347.801392
90.349998,3.306019,-29.617668,59.793083,0.0000024,59.824612,-348.255981
90.375000,3.182225,-29.646036,59.808498,0.00000031,59.837559,-348.703644
90.400002,3.060587,-29.672832,59.823051,0.00000079,59.849792,-349.139343
90.425003,2.941138,-29.698080,59.836754,0.0000017,59.861343,-349.567810
90.450005,2.823900,-29.721846,59.849648,0.0000019,59.872204,-349.988953
90.474998,2.708893,-29.744194,59.861767,0.0000016,59.882442,-350.400055
90.500000,2.596127,-29.765186,59.873146,0.00000062,59.892063,-350.803558
90.525002,2.485639,-29.784868,59.883793,-0.00000053,59.901089,-351.196594
90.550003,2.377424,-29.803295,59.893772,-0.00000031,59.909542,-351.584564
90.575005,2.271500,-29.820520,59.903103,-0.0000016,59.917431,-351.964600
90.599998,2.167902,-29.836592,59.911789,-0.0000013,59.924816,-352.330627
90.625000,2.066621,-29.851557,59.919891,0.00000027,59.931679,-352.691345
90.650002,1.967683,-29.865480,59.927425,0.0000014,59.938072,-353.046722
90.675003,1.871099,-29.878414,59.934406,-0.0000005,59.944031,-353.387177
90.700005,1.776879,-29.890381,59.940872,-0.0000024,59.949520,-353.722046
90.724998,1.685024,-29.901451,59.946850,-0.0000011,59.954624,-354.048004
90.750000,1.595553,-29.911655,59.952370,-0.0000023,59.959309,-354.364746
90.775002,1.508476,-29.921059,59.957443,-0.0000018,59.963631,-354.672119
90.800003,1.423800,-29.929708,59.962109,-0.0000016,59.967621,-354.973480
90.825005,1.341524,-29.937597,59.966370,-0.0000019,59.971249,-355.268829
90.849998,1.261662,-29.944807,59.970264,-0.0000015,59.974567,-355.550415
90.875000,1.184223,-29.951405,59.973816,-0.0000015,59.977608,-355.825684
90.900002,1.109212,-29.957361,59.977032,-0.0000026,59.980347,-356.086273
90.925003,1.036632,-29.962759,59.979942,-0.0000017,59.982838,-356.344421
90.950005,0.966481,-29.967649,59.982578,-0.0000021,59.985085,-356.595886
90.974998,0.898772,-29.972021,59.984943,-0.0000025,59.987099,-356.831421
91.000000,0.833508,-29.975931,59.987045,-0.0000021,59.988903,-357.069153
91.025002,0.770683,-29.979435,59.988930,-0.0000018,59.990528,-357.285217
91.050003,0.710308,-29.982519,59.990597,-0.0000022,59.991943,-357.498840
91.075005,0.652389,-29.985250,59.992073,-0.0000029,59.993198,-357.709991
91.099998,0.596927,-29.987638,59.993362,-0.0000025,59.994293,-357.896667
91.125000,0.543925,-29.989746,59.994492,-0.0000024,59.995277,-358.086731
91.150002,0.493374,-29.991562,59.995476,-0.0000026,59.996101,-358.268494
91.175003,0.445284,-29.993113,59.996307,-0.0000026,59.996826,-358.435303
91.200005,0.399659,-29.994465,59.997040,-0.0000030,59.997440,-358.599640
91.224998,0.356498,-29.995583,59.997646,-0.0000028,59.997952,-358.747467
91.250000,0.315793,-29.996521,59.998150,-0.0000029,59.998390,-358.892853
91.275002,0.277554,-29.997316,59.998573,-0.000003,59.998760,-359.027985
91.300003,0.241784,-29.997950,59.998917,-0.0000029,59.999054,-359.152252
91.325005,0.208482,-29.998486,59.999203,-0.000003,59.999290,-359.264679
91.349998,0.177637,-29.998892,59.999420,-0.000003,59.999485,-359.374634
91.375000,0.149272,-29.999212,59.999592,-0.000003,59.999634,-359.482147
91.400002,0.123366,-29.999449,59.999722,-0.0000032,59.999737,-359.576599
91.425003,0.099919,-29.999632,59.999817,-0.0000032,59.999825,-359.656006
91.450005,0.078953,-29.999756,59.999886,-0.0000032,59.999886,-359.732910
91.474998,0.060444,-29.999847,59.999943,-0.0000032,59.999928,-359.751404
91.500000,0.044406,-29.999916,59.999969,-0.0000032,59.999962,-359.846558
91.525002,0.030837,-29.999937,59.999989,-0.0000032,59.999969,-359.860138
91.550003,0.019728,-29.999960,59.999996,-0.0000033,59.999981,-359.927216
91.575005,0.011100,-29.999968,59.999996,-0.0000033,59.999981,-359.975403
91.599998,0.004930,-29.999977,60.000004,-0.0000033,59.999981,-359.981567
91.625000,0.001231,-29.999973,60.000008,-0.0000033,59.999973,-359.985260
91.650002,-0.0000099,-29.999977,60.000004,-0.0000033,59.999981,-359.986481
91.675003,-0.0000099,-29.999977,60.000004,-0.0000033,59.999981,-359.986481
91.700005,-0.0000099,-29.999977,60.000004,-0.0000033,59.999981,-359.973969
91.724998,-0.0000098,-29.999977,60.000004,-0.0000033,59.999981,-359.936493
91.750000,-0.0000098,-29.999977,60.000004,-0.0000032,59.999981,-359.873993
91.775002,-0.0000098,-29.999977,60.000004,-0.0000032,59.999981,-359.786499
91.800003,-0.0000097,-29.999977,60.000004,-0.0000032,59.999981,-359.673981
91.825005,-0.0000097,-29.999977,60.000004,-0.0000032,59.999981,-359.536499
91.849998,-0.0000096,-29.999977,60.000004,-0.0000032,59.999981,-359.373993
91.875000,-0.0000096,-29.999977,60.000004,-0.0000032,59.999981,-359.186493
91.900002,-0.0000095,-29.999977,60.000004,-0.0000032,59.999981,-358.973969
91.925003,-0.0000095,-29.999977,60.000004,-0.0000032,59.999981,-358.736481
91.950005,-0.0000095,-29.999977,60.000004,-0.0000031,59.999981,-358.473999
91.974998,-0.0000094,-29.999977,60.000004,-0.0000031,59.999981,-358.186493
92.000000,-0.0000094,-29.999977,60.000004,-0.0000031,59.999981,-357.873993
92.025002,-0.0000093,-29.999977,60.000004,-0.000003,59.999981,-357.536499
92.050003,-0.0000093,-29.999977,60.000004,-0.000003,59.999981,-357.173981
92.075005,-0.0000093,-29.999977,60.000004,-0.000003,59.999981,-356.786499
92.099998,-0.0000092,-29.999977,60.000004,-0.000003,59.999981,-356.373993
92.125000,-0.0000092,-29.999981,60.000004,-0.000003,59.999981,-355.936493
92.150002,-0.0000091,-29.999981,60.000004,-0.000003,59.999981,-355.473999
92.175003,-0.000009,-29.999981,60.000004,-0.000003,59.999981,-354.986481
92.200005,-0.000009,-29.999981,60.000004,-0.0000030,59.999981,-354.473969
92.224998,-0.000009,-29.999981,60.000004,-0.0000030,59.999981,-353.936493
92.250000,-0.0000090,-29.999981,60.000004,-0.0000030,59.999981,-353.373993
92.275002,-0.0000089,-29.999981,60.000004,-0.0000030,59.999981,-352.786499
92.300003,-0.0000089,-29.999981,60.000004,-0.0000029,59.999981,-352.173981
92.325005,-0.0000088,-29.999981,60.000004,-0.0000029,59.999981,-351.536469
92.349998,-0.0000088,-29.999981,60.000004,-0.0000029,59.999981,-350.873993
92.375000,-0.0000088,-29.999981,60.000004,-0.0000029,59.999981,-350.186493
92.400002,-0.0000087,-29.999981,60.000004,-0.0000029,59.999981,-349.473969
92.425003,-0.0000087,-29.999981,60.000004,-0.0000029,59.999981,-348.736481
92.450005,-0.0000086,-29.999981,60.000004,-0.0000029,59.999981,-347.973999
92.474998,-0.0000086,-29.999981,60.000004,-0.0000028,59.999981,-347.186493
92.500000,-0.0000086,-29.999981,60.000004,-0.0000028,59.999981,-346.373993
92.525002,-0.0000085,-29.999981,60.000004,-0.0000028,59.999981,-345.536499
92.550003,-0.0000085,-29.999981,60.000004,-0.0000028,59.999981,-344.674011
92.575005,-0.0000084,-29.999981,60.000004,-0.0000028,59.999981,-343.786469
92.599998,-0.0000084,-29.999981,60.000004,-0.0000028,59.999981,-342.873993
92.625000,-0.0000083,-29.999981,60.000004,-0.0000028,59.999981,-341.936493
92.650002,-0.0000083,-29.999981,60.000004,-0.0000028,59.999981,-340.973999
92.675003,-0.0000083,-29.999981,60.000004,-0.0000027,59.999981,-339.986481
92.700005,-0.0000082,-29.999981,60.000004,-0.0000027,59.999981,-338.973999
92.724998,-0.0000082,-29.999981,60.000004,-0.0000027,59.999981,-337.936493
92.750000,-0.0000081,-29.999981,60.000004,-0.0000027,59.999981,-336.873962
92.775002,-0.0000081,-29.999981,60.000004,-0.0000027,59.999989,-335.786499
92.800003,-0.000008,-29.999981,60.000004,-0.0000027,59.999989,-334.674011
92.825005,-0.000008,-29.999981,60.000004,-0.0000027,59.999989,-333.536499
92.849998,-0.0000080,-29.999981,60.000004,-0.0000026,59.999989,-332.373993
92.875000,-0.0000079,-29.999981,60.000004,-0.0000026,59.999989,-331.186493
92.900002,-0.0000079,-29.999981,60.000004,-0.0000026,59.999989,-329.973969
92.925003,-0.0000079,-29.999981,60.000004,-0.0000026,59.999989,-328.736481
92.950005,-0.0000078,-29.999981,60.000004,-0.0000026,59.999989,-327.473999
92.974998,-0.0000078,-29.999981,60.000004,-0.0000026,59.999989,-326.186493
93.000000,-0.0000077,-29.999981,60.000004,-0.0000026,59.999989,-324.873993
93.025002,-0.0000077,-29.999985,60.000004,-0.0000025,59.999989,-323.536499
93.050003,-0.0000076,-29.999985,60.000004,-0.0000025,59.999989,-322.173981
93.075005,-0.0000076,-29.999985,60.000004,-0.0000025,59.999989,-320.786469
93.099998,-0.0000076,-29.999985,60.000004,-0.0000025,59.999989,-319.373993
93.125000,-0.0000075,-29.999985,60.000004,-0.0000025,59.999989,-317.936493
93.150002,-0.0000075,-29.999985,60.000004,-0.0000025,59.999989,-316.473969
93.175003,-0.0000074,-29.999985,60.000004,-0.0000025,59.999989,-314.986511
93.200005,-0.0000074,-29.999985,60.000004,-0.0000025,59.999989,-313.473999
93.224998,-0.0000074,-29.999985,60.000004,-0.0000024,59.999989,-311.936493
93.250000,-0.0000073,-29.999985,60.000004,-0.0000024,59.999989,-310.373993
93.275002,-0.0000073,-29.999985,60.000004,-0.0000024,59.999989,-308.786499
93.300003,-0.0000072,-29.999985,60.000004,-0.0000024,59.999989,-307.173981
93.325005,-0.0000072,-29.999985,60.000004,-0.0000024,59.999989,-305.536499
93.349998,-0.0000072,-29.999985,60.000004,-0.0000024,59.999989,-303.873993
93.375000,-0.0000071,-29.999985,60.000004,-0.0000024,59.999989,-302.186493
93.400002,-0.000007,-29.999985,60.000004,-0.0000023,59.999989,-300.473999
93.425003,-0.000007,-29.999985,60.000004,-0.0000023,59.999989,-298.736481
93.450005,-0.0000070,-29.999985,60.000004,-0.0000023,59.999989,-296.973969
93.474998,-0.0000069,-29.999985,60.000004,-0.0000023,59.999989,-295.186493
93.500000,-0.0000069,-29.999985,60.000004,-0.0000023,59.999989,-293.373962
93.525002,-0.0000069,-29.999985,60.000004,-0.0000023,59.999989,-291.536499
93.550003,-0.0000068,-29.999985,60.000004,-0.0000023,59.999989,-289.673981
93.575005,-0.0000068,-29.999985,60.000004,-0.0000022,59.999989,-287.786499
93.599998,-0.0000067,-29.999985,60.000004,-0.0000022,59.999989,-285.873993
93.625000,-0.0000067,-29.999985,60.000004,-0.0000022,59.999989,-283.936493
93.650002,-0.0000067,-29.999985,60.000004,-0.0000022,59.999989,-281.973969
93.675003,-0.0000066,-29.999985,60.000004,-0.0000022,59.999989,-279.986481
93.700005,-0.0000066,-29.999985,60.000004,-0.0000022,59.999989,-277.973969
93.724998,-0.0000065,-29.999985,60.000004,-0.0000022,59.999989,-275.936462
93.750000,-0.0000065,-29.999985,60.000004,-0.0000022,59.999989,-273.873993
93.775002,-0.0000064,-29.999985,60.000004,-0.0000021,59.999989,-271.786469
93.800003,-0.0000064,-29.999985,60.000004,-0.0000021,59.999989,-269.673981
93.825005,-0.0000064,-29.999985,60.000004,-0.0000021,59.999989,-267.536499
93.849998,-0.0000063,-29.999985,60.000004,-0.000002,59.999989,-265.373993
93.875000,-0.0000063,-29.999985,60.000004,-0.000002,59.999989,-263.186493
93.900002,-0.0000062,-29.999987,60.000004,-0.000002,59.999989,-260.973999
93.925003,-0.0000062,-29.999987,60.000004,-0.000002,59.999989,-258.736511
93.950005,-0.0000062,-29.999987,60.000004,-0.000002,59.999989,-256.473999
93.974998,-0.0000061,-29.999987,60.000004,-0.000002,59.999989,-254.186478
94.000000,-0.000006,-29.999987,60.000004,-0.000002,59.999989,-251.873993
94.025002,-0.000006,-29.999987,60.000004,-0.0000020,59.999989,-249.536484
94.050003,-0.0000060,-29.999987,60.000004,-0.0000020,59.999989,-247.173981
94.075005,-0.0000060,-29.999987,60.000004,-0.0000020,59.999989,-244.786499
94.099998,-0.0000059,-29.999987,60.000004,-0.0000020,59.999989,-242.373993
94.125000,-0.0000059,-29.999987,60.000004,-0.0000019,59.999989,-239.936493
94.150002,-0.0000058,-29.999987,60.000004,-0.0000019,59.999989,-237.473984
94.175003,-0.0000058,-29.999987,60.000004,-0.0000019,59.999989,-234.986481
94.200005,-0.0000057,-29.999987,60.000004,-0.0000019,59.999989,-232.473984
94.224998,-0.0000057,-29.999987,60.000004,-0.0000019,59.999989,-229.936493
94.250000,-0.0000057,-29.999987,60.000004,-0.0000019,59.999989,-227.373993
94.275002,-0.0000056,-29.999987,60.000004,-0.0000019,59.999989,-224.786484
94.300003,-0.0000056,-29.999987,60.000004,-0.0000018,59.999989,-222.173996
94.325005,-0.0000055,-29.999987,60.000004,-0.0000018,59.999989,-219.536484
94.349998,-0.0000055,-29.999987,60.000004,-0.0000018,59.999989,-216.873993
94.375000,-0.0000055,-29.999987,60.000004,-0.0000018,59.999989,-214.186478
94.400002,-0.0000054,-29.999987,60.000004,-0.0000018,59.999989,-211.473984
94.425003,-0.0000054,-29.999987,60.000004,-0.0000018,59.999989,-208.736481
94.450005,-0.0000053,-29.999987,60.000004,-0.0000018,59.999989,-205.973984
94.474998,-0.0000053,-29.999987,60.000004,-0.0000018,59.999989,-203.186493
94.500000,-0.0000052,-29.999987,60.000004,-0.0000017,59.999989,-200.373978
94.525002,-0.0000052,-29.999987,60.000004,-0.0000017,59.999989,-197.536484
94.550003,-0.0000052,-29.999987,60.000004,-0.0000017,59.999989,-194.673981
94.575005,-0.0000051,-29.999987,60.000004,-0.0000017,59.999989,-191.786484
94.599998,-0.000005,-29.999987,60.000004,-0.0000017,59.999989,-188.873993
94.625000,-0.000005,-29.999987,60.000004,-0.0000017,59.999989,-185.936493
94.650002,-0.000005,-29.999987,60.000004,-0.0000017,59.999989,-182.973999
94.675003,-0.0000050,-29.999987,60.000004,-0.0000016,59.999989,-179.986481
94.700005,-0.0000049,-29.999987,60.000004,-0.0000016,59.999989,-176.999100
94.724998,-0.0000049,-29.999987,60.000004,-0.0000016,59.999989,-174.036713
94.750000,-0.0000048,-29.999987,60.000004,-0.0000016,59.999989,-171.099335
94.775002,-0.0000048,-29.999987,60.000004,-0.0000016,59.999989,-168.186935
94.800003,-0.0000048,-29.999990,60.000004,-0.0000016,59.999989,-165.299561
94.825005,-0.0000047,-29.999990,60.000004,-0.0000016,59.999989,-162.437164
94.849998,-0.0000047,-29.999990,60.000004,-0.0000015,59.999989,-159.599777
94.875000,-0.0000046,-29.999990,60.000004,-0.0000015,59.999989,-156.787384
94.900002,-0.0000046,-29.999990,60.000004,-0.0000015,59.999989,-154.000000
94.925003,-0.0000045,-29.999990,60.000004,-0.0000015,59.999989,-151.237610
94.950005,-0.0000045,-29.999990,60.000004,-0.0000015,59.999996,-148.500229
94.974998,-0.0000045,-29.999990,60.000004,-0.0000015,59.999996,-145.787842
95.000000,-0.0000044,-29.999990,60.000004,-0.0000015,59.999996,-143.100449
95.025002,-0.0000044,-29.999990,60.000004,-0.0000015,59.999996,-140.438065
95.050003,-0.0000043,-29.999990,60.000004,-0.0000014,59.999996,-137.800674
95.075005,-0.0000043,-29.999990,60.000004,-0.0000014,59.999996,-135.188293
95.099998,-0.0000043,-29.999990,60.000004,-0.0000014,59.999996,-132.600891
95.125000,-0.0000042,-29.999990,60.000004,-0.0000014,59.999996,-130.038513
95.150002,-0.0000042,-29.999990,60.000004,-0.0000014,59.999996,-127.501122
95.175003,-0.0000041,-29.999990,60.000004,-0.0000014,59.999996,-124.988731
95.200005,-0.000004,-29.999990,60.000004,-0.0000014,59.999996,-122.501358
95.224998,-0.000004,-29.999990,60.000004,-0.0000013,59.999996,-120.038963
95.250000,-0.000004,-29.999990,60.000004,-0.0000013,59.999996,-117.601585
95.275002,-0.0000040,-29.999990,60.000004,-0.0000013,59.999996,-115.189186
95.300003,-0.0000039,-29.999990,60.000004,-0.0000013,59.999996,-112.801804
95.325005,-0.0000039,-29.999990,60.000004,-0.0000013,59.999996,-110.439415
95.349998,-0.0000038,-29.999990,60.000004,-0.0000013,59.999996,-108.102028
95.375000,-0.0000038,-29.999990,60.000004,-0.0000013,59.999996,-105.789642
95.400002,-0.0000038,-29.999990,60.000004,-0.0000012,59.999996,-103.502258
95.425003,-0.0000037,-29.999990,60.000004,-0.0000012,59.999996,-101.239868
95.450005,-0.0000037,-29.999990,60.000004,-0.0000012,59.999996,-99.002480
95.474998,-0.0000036,-29.999990,60.000004,-0.0000012,59.999996,-96.790092
95.500000,-0.0000036,-29.999990,60.000004,-0.0000012,59.999996,-94.602707
95.525002,-0.0000036,-29.999990,60.000004,-0.0000012,59.999996,-92.440315
95.550003,-0.0000035,-29.999990,60.000004,-0.0000012,59.999996,-90.302933
95.575005,-0.0000035,-29.999990,60.000004,-0.0000012,59.999996,-88.190544
95.599998,-0.0000034,-29.999990,60.000004,-0.0000011,59.999996,-86.103157
95.625000,-0.0000034,-29.999990,60.000004,-0.0000011,59.999996,-84.040764
95.650002,-0.0000033,-29.999990,60.000004,-0.0000011,59.999996,-82.003380
95.675003,-0.0000033,-29.999994,60.000004,-0.000001,59.999996,-79.990990
95.700005,-0.0000033,-29.999994,60.000004,-0.000001,59.999996,-78.003601
95.724998,-0.0000032,-29.999994,60.000004,-0.000001,59.999996,-76.041214
95.750000,-0.0000032,-29.999994,60.000004,-0.000001,59.999996,-74.103828
95.775002,-0.0000031,-29.999994,60.000004,-0.000001,59.999996,-72.191437
95.800003,-0.000003,-29.999994,60.000004,-0.000001,59.999996,-70.304054
95.825005,-0.000003,-29.999994,60.000004,-0.000001,59.999996,-68.441666
95.849998,-0.000003,-29.999994,60.000004,-0.00000100,59.999996,-66.604286
95.875000,-0.0000030,-29.999994,60.000004,-0.00000099,59.999996,-64.791893
95.900002,-0.0000029,-29.999994,60.000004,-0.00000097,59.999996,-63.004505
95.925003,-0.0000029,-29.999994,60.000004,-0.00000096,59.999996,-61.242119
95.950005,-0.0000029,-29.999994,60.000004,-0.00000095,59.999996,-59.504730
95.974998,-0.0000028,-29.999994,60.000004,-0.00000093,59.999996,-57.792343
96.000000,-0.0000028,-29.999994,60.000004,-0.00000092,59.999996,-56.104958
96.025002,-0.0000027,-29.999994,60.000004,-0.0000009,59.999996,-54.442566
96.050003,-0.0000027,-29.999994,60.000004,-0.00000089,59.999996,-52.805180
96.075005,-0.0000026,-29.999994,60.000004,-0.00000088,59.999996,-51.192795
96.099998,-0.0000026,-29.999994,60.000004,-0.00000086,59.999996,-49.605408
96.125000,-0.0000026,-29.999994,60.000004,-0.00000085,59.999996,-48.043018
96.150002,-0.0000025,-29.999994,60.000004,-0.00000084,59.999996,-46.505630
96.175003,-0.0000025,-29.999994,60.000004,-0.00000082,59.999996,-44.993244
96.200005,-0.0000024,-29.999994,60.000004,-0.0000008,59.999996,-43.505856
96.224998,-0.0000024,-29.999994,60.000004,-0.00000079,59.999996,-42.043468
96.250000,-0.0000024,-29.999994,60.000004,-0.00000078,59.999996,-40.606083
96.275002,-0.0000023,-29.999994,60.000004,-0.00000077,59.999996,-39.193695
96.300003,-0.0000023,-29.999994,60.000004,-0.00000075,59.999996,-37.806305
96.325005,-0.0000022,-29.999994,60.000004,-0.00000074,59.999996,-36.443920
96.349998,-0.0000022,-29.999994,60.000004,-0.00000073,59.999996,-35.106529
96.375000,-0.0000021,-29.999994,60.000004,-0.00000071,59.999996,-33.794144
96.400002,-0.0000021,-29.999994,60.000004,-0.00000070,59.999996,-32.506756
96.425003,-0.000002,-29.999994,60.000004,-0.00000068,59.999996,-31.244370
96.450005,-0.000002,-29.999994,60.000004,-0.00000067,59.999996,-30.006981
96.474998,-0.0000020,-29.999994,60.000004,-0.00000066,59.999996,-28.794596
96.500000,-0.0000019,-29.999994,60.000004,-0.00000064,59.999996,-27.607208
96.525002,-0.0000019,-29.999994,60.000004,-0.00000063,59.999996,-26.444820
96.550003,-0.0000019,-29.999994,60.000004,-0.00000062,59.999996,-25.307432
96.575005,-0.0000018,-29.999998,60.000004,-0.0000006,59.999996,-24.195045
96.599998,-0.0000018,-29.999998,60.000004,-0.00000059,59.999996,-23.107656
96.625000,-0.0000017,-29.999998,60.000004,-0.00000058,59.999996,-22.045271
96.650002,-0.0000017,-29.999998,60.000004,-0.00000056,59.999996,-21.007883
96.675003,-0.0000017,-29.999998,60.000004,-0.00000055,59.999996,-19.995495
96.700005,-0.0000016,-29.999998,60.000004,-0.00000053,59.999996,-19.008108
96.724998,-0.0000016,-29.999998,60.000004,-0.00000052,59.999996,-18.045721
96.750000,-0.0000015,-29.999998,60.000004,-0.0000005,59.999996,-17.108334
96.775002,-0.0000015,-29.999998,60.000004,-0.00000049,59.999996,-16.195946
96.800003,-0.0000014,-29.999998,60.000004,-0.00000048,59.999996,-15.308559
96.825005,-0.0000014,-29.999998,60.000004,-0.00000047,59.999996,-14.446171
96.849998,-0.0000014,-29.999998,60.000004,-0.00000045,59.999996,-13.608784
96.875000,-0.0000013,-29.999998,60.000004,-0.00000044,59.999996,-12.796397
96.900002,-0.0000013,-29.999998,60.000004,-0.00000042,59.999996,-12.009009
96.925003,-0.0000012,-29.999998,60.000004,-0.00000041,59.999996,-11.246622
96.950005,-0.0000012,-29.999998,60.000004,-0.00000040,59.999996,-10.509234
96.974998,-0.0000012,-29.999998,60.000004,-0.00000038,59.999996,-9.796847
97.000000,-0.0000011,-29.999998,60.000004,-0.00000037,59.999996,-9.109460
97.025002,-0.000001,-29.999998,60.000004,-0.00000036,59.999996,-8.447073
97.050003,-0.000001,-29.999998,60.000004,-0.00000034,59.999996,-7.809685
97.075005,-0.00000099,-29.999998,60.000004,-0.00000033,59.999996,-7.197298
97.099998,-0.00000095,-29.999998,60.000004,-0.00000032,59.999996,-6.609910
97.125000,-0.0000009,-29.999998,60.000004,-0.0000003,60.000004,-6.047523
97.150002,-0.00000087,-29.999998,60.000004,-0.00000029,60.000004,-5.510135
97.175003,-0.00000083,-29.999998,60.000004,-0.00000027,60.000004,-4.997748
97.200005,-0.00000079,-29.999998,60.000004,-0.00000026,60.000004,-4.510361
97.224998,-0.00000074,-29.999998,60.000004,-0.00000025,60.000004,-4.047973
97.250000,-0.0000007,-29.999998,60.000004,-0.00000023,60.000004,-3.610586
97.275002,-0.00000066,-29.999998,60.000004,-0.00000022,60.000004,-3.198198
97.300003,-0.00000062,-29.999998,60.000004,-0.0000002,60.000004,-2.810811
97.325005,-0.00000058,-29.999998,60.000004,-0.00000019,60.000004,-2.448424
97.349998,-0.00000054,-29.999998,60.000004,-0.00000018,60.000004,-2.111036
97.375000,-0.00000050,-29.999998,60.000004,-0.00000016,60.000004,-1.798649
97.400002,-0.00000045,-29.999998,60.000004,-0.00000015,60.000004,-1.511262
97.425003,-0.00000041,-29.999998,60.000004,-0.00000014,60.000004,-1.248874
97.450005,-0.00000037,-30.000002,60.000004,-0.00000012,60.000004,-1.011487
97.474998,-0.00000033,-30.000002,60.000004,-0.0000001,60.000004,-0.799099
97.500000,-0.00000029,-30.000002,60.000004,-0.000000096,60.000004,-0.611712
97.525002,-0.00000025,-30.000002,60.000004,-0.000000082,60.000004,-0.449325
97.550003,-0.0000002,-30.000002,60.000004,-0.000000068,60.000004,-0.311937
97.575005,-0.00000017,-30.000002,60.000004,-0.000000055,60.000004,-0.199550
97.599998,-0.00000012,-30.000002,60.000004,-0.000000041,60.000004,-0.112162
97.625000,-0.000000082,-30.000002,60.000004,-0.000000027,60.000004,-0.049775
97.650002,-0.000000041,-30.000002,60.000004,-0.000000014,60.000004,-0.012388
97.675003,0.0000016,-29.999968,60.000004,0.000000000000,59.999969,0.0000016
97.700005,-0.001625,-29.999968,60.000004,-0.00000000016,59.999969,-0.001625
97.724998,-0.006476,-29.999968,60.000004,-0.00000000059,59.999969,-0.006476
